출처: 시카고선물거래소(CBO).
단위 : 달러/톤
"date","wheat","corn","soybeans"
"20100606","0","0","0"
"20100605","0","0","0"
"20100604","160","133","343"
"20100603","162","137","350"
"20100602","162","137","342"
"20100601","165","139","342"
"20100531","0","0","0"
"20100530","0","0","0"
"20100529","0","0","0"
"20100528","168","141","344"
"20100527","171","146","349"
"20100526","169","146","344"
"20100525","169","143","341"
"20100524","171","146","345"
"20100523","0","0","0"
"20100522","0","0","0"
"20100521","173","145","345"
"20100520","172","142","346"
"20100519","172","141","344"
"20100518","171","141","345"
"20100517","172","140","345"
"20100516","0","0","0"
"20100515","0","0","0"
"20100514","170","140","348"
"20100513","173","144","352"
"20100512","177","146","352"
"20100511","177","145","352"
"20100510","177","142","350"
"20100509","0","0","0"
"20100508","0","0","0"
"20100507","183","143","349"
"20100506","182","143","347"
"20100505","184","143","355"
"20100504","183","141","358"
"20100503","180","142","358"
"20100502","0","0","0"
"20100501","0","0","0"
"20100430","180","144","363"
"20100429","177","141","362"
"20100428","174","140","361"
"20100427","175","136","361"
"20100426","174","138","366"
"20100425","0","0","0"
"20100424","0","0","0"
"20100423","181","138","367"
"20100422","183","142","368"
"20100421","179","141","365"
"20100420","178","139","361"
"20100419","171","136","358"
"20100418","0","0","0"
"20100417","0","0","0"
"20100416","180","143","361"
"20100415","176","142","361"
"20100414","174","140","356"
"20100413","174","138","355"
"20100412","171","137","352"
"20100411","0","0","0"
"20100410","0","0","0"
"20100409","171","136","349"
"20100408","172","137","347"
"20100407","174","140","349"
"20100406","170","136","347"
"20100405","166","136","343"
"20100404","0","0","0"
"20100403","0","0","0"
"20100402","0","0","0"
"20100401","167","135","346"
"20100331","165","135","345"
"20100330","173","139","357"
"20100329","170","140","355"
"20100328","0","0","0"
"20100327","0","0","0"
"20100326","170","140","349"
"20100325","171","139","346"
"20100324","174","143","352"
"20100323","175","142","355"
"20100322","178","145","355"
"20100321","0","0","0"
"20100320","0","0","0"
"20100319","177","147","353"
"20100318","179","148","352"
"20100317","182","147","352"
"20100316","178","144","347"
"20100315","176","142","341"
"20100314","0","0","0"
"20100313","0","0","0"
"20100312","173","139","340"
"20100311","172","139","340"
"20100310","172","139","349"
"20100309","175","141","345"
"20100308","177","143","345"
"20100307","0","0","0"
"20100306","0","0","0"
"20100305","177","143","343"
"20100304","180","146","342"
"20100303","184","147","350"
"20100302","180","145","350"
"20100301","181","145","349"
"20100228","0","0","0"
"20100227","0","0","0"
"20100226","186","148","349"
"20100225","179","146","345"
"20100224","183","147","351"
"20100223","180","144","349"
"20100222","184","146","353"
"20100221","0","0","0"
"20100220","0","0","0"
"20100219","179","141","347"
"20100218","178","140","348"
"20100217","181","141","349"
"20100216","185","144","354"
"20100215","0","0","0"
"20100214","0","0","0"
"20100213","0","0","0"
"20100212","178","142","347"
"20100211","181","142","346"
"20100210","182","142","344"
"20100209","177","141","339"
"20100208","177","140","341"
"20100207","0","0","0"
"20100206","0","0","0"
"20100205","173","138","335"
"20100204","174","139","335"
"20100203","172","138","333"
"20100202","179","143","340"
"20100201","174","141","334"
"20100131","0","0","0"
"20100130","0","0","0"
"20100129","174","140","335"
"20100128","178","142","342"
"20100127","177","141","341"
"20100126","181","142","348"
"20100125","183","144","345"
"20100124","0","0","0"
"20100123","0","0","0"
"20100122","183","143","349"
"20100121","183","146","350"
"20100120","182","144","349"
"20100119","183","145","353"
"20100118","0","0","0"
"20100117","0","0","0"
"20100116","0","0","0"
"20100115","187","146","357"
"20100114","193","149","355"
"20100113","197","151","361"
"20100112","196","154","356"
"20100111","210","166","368"
"20100110","0","0","0"
"20100109","0","0","0"
"20100108","208","166","372"
"20100107","204","164","373"
"20100106","208","165","385"
"20100105","203","164","386"
"20100104","204","164","385"
"20100103","0","0","0"
"20100102","0","0","0"
"20100101","0","0","0"
"20091231","198","163","381"
"20091230","200","162","380"
"20091229","198","164","381"
"20091228","202","163","378"
"20091227","0","0","0"
"20091226","0","0","0"
"20091225","0","0","0"
"20091224","192","160","367"
"20091223","194","159","367"
"20091222","192","156","364"
"20091221","190","157","367"
"20091220","0","0","0"
"20091219","0","0","0"
"20091218","194","156","371"
"20091217","190","156","375"
"20091216","197","161","389"
"20091215","197","160","387"
"20091214","192","154","387"
"20091213","0","0","0"
"20091212","0","0","0"
"20091211","190","153","380"
"20091210","190","148","377"
"20091209","189","144","377"
"20091208","190","145","383"
"20091207","193","145","386"
"20091206","0","0","0"
"20091205","0","0","0"
"20091204","197","147","383"
"20091203","201","151","384"
"20091202","203","154","379"
"20091201","206","157","389"
"20091130","208","158","389"
"20091129","0","0","0"
"20091128","0","0","0"
"20091127","201","156","386"
"20091126","0","0","0"
"20091125","202","154","387"
"20091124","195","148","384"
"20091123","204","152","382"
"20091122","0","0","0"
"20091121","0","0","0"
"20091120","205","153","384"
"20091119","206","155","381"
"20091118","208","156","377"
"20091117","211","158","378"
"20091116","206","158","371"
"20091115","0","0","0"
"20091114","0","0","0"
"20091113","198","153","361"
"20091112","195","153","360"
"20091111","195","155","354"
"20091110","192","155","353"
"20091109","191","151","354"
"20091108","0","0","0"
"20091107","0","0","0"
"20091106","182","144","348"
"20091105","188","148","355"
"20091104","191","151","365"
"20091103","189","153","369"
"20091102","189","150","366"
"20091101","0","0","0"
"20091031","0","0","0"
"20091030","181","144","359"
"20091029","185","149","362"
"20091028","181","145","355"
"20091027","184","145","357"
"20091026","193","148","362"
"20091025","0","0","0"
"20091024","0","0","0"
"20091023","201","156","369"
"20091022","202","158","369"
"20091021","199","156","370"
"20091020","190","151","360"
"20091019","190","152","366"
"20091018","0","0","0"
"20091017","0","0","0"
"20091016","183","146","359"
"20091015","185","146","361"
"20091014","188","150","365"
"20091013","187","150","364"
"20091012","181","150","367"
"20091011","0","0","0"
"20091010","0","0","0"
"20091009","171","142","354"
"20091008","174","143","343"
"20091007","170","141","335"
"20091006","169","141","334"
"20091005","162","134","325"
"20091004","0","0","0"
"20091003","0","0","0"
"20091002","162","131","325"
"20091001","166","134","337"
"20090930","168","135","340"
"20090929","164","134","336"
"20090928","167","133","337"
"20090927","0","0","0"
"20090926","0","0","0"
"20090925","165","131","340"
"20090924","173","132","337"
"20090923","169","130","338"
"20090922","167","128","338"
"20090921","167","124","335"
"20090920","0","0","0"
"20090919","0","0","0"
"20090918","167","125","345"
"20090917","169","129","350"
"20090916","171","132","349"
"20090915","172","136","352"
"20090914","158","120","339"
"20090913","0","0","0"
"20090912","0","0","0"
"20090911","162","123","361"
"20090910","158","121","357"
"20090909","157","120","353"
"20090908","158","119","356"
"20090907","0","0","0"
"20090906","0","0","0"
"20090905","0","0","0"
"20090904","163","118","353"
"20090903","165","122","360"
"20090902","167","123","370"
"20090901","168","122","372"
"20090831","173","128","404"
"20090830","0","0","0"
"20090829","0","0","0"
"20090828","171","126","417"
"20090827","174","127","409"
"20090826","175","126","400"
"20090825","173","126","400"
"20090824","173","129","396"
"20090823","0","0","0"
"20090822","0","0","0"
"20090821","169","126","375"
"20090820","172","125","367"
"20090819","171","125","366"
"20090818","172","123","365"
"20090817","173","123","363"
"20090816","0","0","0"
"20090815","0","0","0"
"20090814","176","125","376"
"20090813","176","127","391"
"20090812","180","130","446"
"20090811","178","128","446"
"20090810","181","127","430"
"20090809","0","0","0"
"20090808","0","0","0"
"20090807","179","126","435"
"20090806","183","130","430"
"20090805","194","136","431"
"20090804","199","139","428"
"20090803","201","140","431"
"20090802","0","0","0"
"20090801","0","0","0"
"20090731","194","133","416"
"20090730","189","130","414"
"20090729","187","126","388"
"20090728","189","126","387"
"20090727","191","126","375"
"20090726","0","0","0"
"20090725","0","0","0"
"20090724","189","124","375"
"20090723","195","128","376"
"20090722","191","121","374"
"20090721","196","122","372"
"20090720","199","127","379"
"20090719","0","0","0"
"20090718","0","0","0"
"20090717","199","126","370"
"20090716","195","124","358"
"20090715","196","129","374"
"20090714","184","137","394"
"20090713","189","141","401"
"20090712","0","0","0"
"20090711","0","0","0"
"20090710","180","135","414"
"20090709","181","135","408"
"20090708","179","133","398"
"20090707","177","132","416"
"20090706","180","135","440"
"20090705","0","0","0"
"20090704","0","0","0"
"20090703","0","0","0"
"20090702","183","136","456"
"20090701","185","138","462"
"20090630","187","136","450"
"20090629","194","148","446"
"20090628","0","0","0"
"20090627","0","0","0"
"20090626","196","151","441"
"20090625","195","150","439"
"20090624","198","152","435"
"20090623","200","153","433"
"20090622","200","151","423"
"20090621","0","0","0"
"20090620","0","0","0"
"20090619","204","157","433"
"20090618","205","158","445"
"20090617","207","160","443"
"20090616","207","159","441"
"20090615","211","159","439"
"20090614","0","0","0"
"20090613","0","0","0"
"20090612","214","167","457"
"20090611","218","173","465"
"20090610","218","171","457"
"20090609","225","174","456"
"20090608","219","171","452"
"20090607","0","0","0"
"20090606","0","0","0"
"20090605","228","174","450"
"20090604","233","176","451"
"20090603","226","170","434"
"20090602","245","176","444"
"20090601","247","175","447"
"20090531","0","0","0"
"20090530","0","0","0"
"20090529","234","171","435"
"20090528","231","168","433"
"20090527","229","167","436"
"20090526","224","168","435"
"20090525","0","0","0"
"20090524","0","0","0"
"20090523","0","0","0"
"20090522","225","169","428"
"20090521","218","166","431"
"20090520","219","167","429"
"20090519","216","167","426"
"20090518","216","165","421"
"20090517","0","0","0"
"20090516","0","0","0"
"20090515","212","164","415"
"20090514","213","165","428"
"20090513","212","165","422"
"20090512","214","165","417"
"20090511","213","162","415"
"20090510","0","0","0"
"20090509","0","0","0"
"20090508","213","162","416"
"20090507","205","159","411"
"20090506","201","157","417"
"20090505","198","156","410"
"20090504","197","156","409"
"20090503","0","0","0"
"20090502","0","0","0"
"20090501","204","159","404"
"20090430","192","156","393"
"20090429","191","154","379"
"20090428","187","147","363"
"20090427","186","146","369"
"20090426","0","0","0"
"20090425","0","0","0"
"20090424","195","148","382"
"20090423","194","149","381"
"20090422","189","147","384"
"20090421","187","147","381"
"20090420","185","145","374"
"20090419","0","0","0"
"20090418","0","0","0"
"20090417","192","148","386"
"20090416","192","151","388"
"20090415","189","151","380"
"20090414","191","155","380"
"20090413","192","152","375"
"20090412","0","0","0"
"20090411","0","0","0"
"20090410","0","0","0"
"20090409","191","153","370"
"20090408","195","156","369"
"20090407","198","156","363"
"20090406","204","159","365"
"20090405","0","0","0"
"20090404","0","0","0"
"20090403","207","159","365"
"20090402","202","158","358"
"20090401","193","155","349"
"20090331","195","159","349"
"20090330","188","152","332"
"20090329","0","0","0"
"20090328","0","0","0"
"20090327","186","152","336"
"20090326","189","153","346"
"20090325","186","151","349"
"20090324","196","155","355"
"20090323","201","155","351"
"20090322","0","0","0"
"20090321","0","0","0"
"20090320","202","156","349"
"20090319","204","156","345"
"20090318","194","152","336"
"20090317","203","153","335"
"20090316","199","154","334"
"20090315","0","0","0"
"20090314","0","0","0"
"20090313","186","147","324"
"20090312","189","148","330"
"20090311","183","140","321"
"20090310","192","144","326"
"20090309","188","140","323"
"20090308","0","0","0"
"20090307","0","0","0"
"20090306","189","138","322"
"20090305","185","137","316"
"20090304","188","139","321"
"20090303","180","135","317"
"20090302","181","135","311"
"20090301","0","0","0"
"20090228","0","0","0"
"20090227","187","138","321"
"20090226","188","142","319"
"20090225","192","143","322"
"20090224","189","139","323"
"20090223","187","138","320"
"20090222","0","0","0"
"20090221","0","0","0"
"20090220","190","137","316"
"20090219","190","139","324"
"20090218","187","137","326"
"20090217","189","137","331"
"20090216","0","0","0"
"20090215","0","0","0"
"20090214","0","0","0"
"20090213","196","143","351"
"20090212","197","144","355"
"20090211","199","145","359"
"20090210","204","148","365"
"20090209","207","148","368"
"20090208","0","0","0"
"20090207","0","0","0"
"20090206","204","148","367"
"20090205","206","146","360"
"20090204","199","141","348"
"20090203","203","142","347"
"20090202","207","145","352"
"20090201","0","0","0"
"20090131","0","0","0"
"20090130","208","149","360"
"20090129","212","150","356"
"20090128","218","151","361"
"20090127","214","148","358"
"20090126","217","154","370"
"20090125","0","0","0"
"20090124","0","0","0"
"20090123","214","153","370"
"20090122","208","152","371"
"20090121","210","153","374"
"20090120","202","150","364"
"20090119","0","0","0"
"20090118","0","0","0"
"20090117","0","0","0"
"20090116","212","153","374"
"20090115","208","143","365"
"20090114","211","144","359"
"20090113","209","142","356"
"20090112","209","149","350"
"20090111","0","0","0"
"20090110","0","0","0"
"20090109","231","161","381"
"20090108","225","160","363"
"20090107","225","163","363"
"20090106","236","168","372"
"20090105","226","161","361"
"20090104","0","0","0"
"20090103","0","0","0"
"20090102","224","162","356"
"20090101","0","0","0"
"20081231","224","160","357"
"20081230","222","156","347"
"20081229","217","154","344"
"20081228","0","0","0"
"20081227","0","0","0"
"20081226","226","162","349"
"20081225","213","156","336"
"20081224","213","156","336"
"20081223","211","155","331"
"20081222","209","150","325"
"20081221","0","0","0"
"20081220","0","0","0"
"20081219","206","149","319"
"20081218","209","153","319"
"20081217","204","153","317"
"20081216","199","155","315"
"20081215","191","147","310"
"20081214","0","0","0"
"20081213","0","0","0"
"20081212","186","141","313"
"20081211","180","133","314"
"20081210","180","128","304"
"20081209","173","122","298"
"20081208","173","123","301"
"20081207","0","0","0"
"20081206","0","0","0"
"20081205","167","115","287"
"20081204","171","125","297"
"20081203","183","130","304"
"20081202","187","130","303"
"20081201","187","131","310"
"20081130","0","0","0"
"20081129","0","0","0"
"20081128","199","137","324"
"20081127","196","139","325"
"20081126","196","139","325"
"20081125","196","139","324"
"20081124","197","139","324"
"20081123","0","0","0"
"20081122","0","0","0"
"20081121","183","133","308"
"20081120","188","143","314"
"20081119","193","149","329"
"20081118","194","149","331"
"20081117","196","151","333"
"20081116","0","0","0"
"20081115","0","0","0"
"20081114","203","149","322"
"20081113","197","148","325"
"20081112","195","145","325"
"20081111","192","147","333"
"20081110","191","150","345"
"20081109","0","0","0"
"20081108","0","0","0"
"20081107","191","147","335"
"20081106","191","148","330"
"20081105","197","153","328"
"20081104","210","162","348"
"20081103","206","158","341"
"20081102","0","0","0"
"20081101","0","0","0"
"20081031","197","158","339"
"20081030","197","161","343"
"20081029","206","165","344"
"20081028","188","153","322"
"20081027","194","151","328"
"20081026","0","0","0"
"20081025","0","0","0"
"20081024","189","146","317"
"20081023","192","153","324"
"20081022","190","151","315"
"20081021","201","161","333"
"20081020","207","164","341"
"20081019","0","0","0"
"20081018","0","0","0"
"20081017","208","158","328"
"20081016","204","151","318"
"20081015","204","152","315"
"20081014","210","161","329"
"20081013","216","162","340"
"20081012","0","0","0"
"20081011","0","0","0"
"20081010","207","160","334"
"20081009","222","172","360"
"20081008","223","168","354"
"20081007","221","164","340"
"20081006","218","166","338"
"20081005","0","0","0"
"20081004","0","0","0"
"20081003","235","178","364"
"20081002","233","178","367"
"20081001","246","190","386"
"20080930","249","191","383"
"20080929","245","201","401"
"20080928","0","0","0"
"20080927","0","0","0"
"20080926","263","213","427"
"20080925","270","219","434"
"20080924","268","221","436"
"20080923","275","220","436"
"20080922","271","219","442"
"20080921","0","0","0"
"20080920","0","0","0"
"20080919","263","213","420"
"20080918","254","207","410"
"20080917","266","218","418"
"20080916","253","209","412"
"20080915","267","221","433"
"20080914","0","0","0"
"20080913","0","0","0"
"20080912","258","215","547"
"20080911","259","205","446"
"20080910","259","205","434"
"20080909","261","208","444"
"20080908","265","209","438"
"20080907","0","0","0"
"20080906","0","0","0"
"20080905","268","209","433"
"20080904","277","216","453"
"20080903","276","215","459"
"20080902","273","217","478"
"20080901","0","0","0"
"20080831","0","0","0"
"20080830","0","0","0"
"20080829","286","223","489"
"20080828","289","224","489"
"20080827","294","227","495"
"20080826","305","226","491"
"20080825","308","228","492"
"20080824","0","0","0"
"20080823","0","0","0"
"20080822","318","230","485"
"20080821","329","235","492"
"20080820","321","226","475"
"20080819","310","222","465"
"20080818","315","217","469"
"20080817","0","0","0"
"20080816","0","0","0"
"20080815","302","208","445"
"20080814","317","219","457"
"20080813","312","212","466"
"20080812","290","200","448"
"20080811","291","195","446"
"20080810","0","0","0"
"20080809","0","0","0"
"20080808","281","196","440"
"20080807","302","205","456"
"20080806","281","199","448"
"20080805","286","206","463"
"20080804","278","210","472"
"20080803","0","0","0"
"20080802","0","0","0"
"20080801","291","222","498"
"20080731","287","231","512"
"20080730","289","236","512"
"20080729","291","233","508"
"20080728","293","229","514"
"20080727","0","0","0"
"20080726","0","0","0"
"20080725","297","227","513"
"20080724","289","225","508"
"20080723","287","224","512"
"20080722","292","225","520"
"20080721","290","231","517"
"20080720","0","0","0"
"20080719","0","0","0"
"20080718","295","239","540"
"20080717","297","248","558"
"20080716","306","259","577"
"20080715","297","255","566"
"20080714","297","258","581"
"20080713","0","0","0"
"20080712","0","0","0"
"20080711","300","267","593"
"20080710","296","265","588"
"20080709","299","268","577"
"20080708","302","274","569"
"20080707","302","282","583"
"20080706","0","0","0"
"20080705","0","0","0"
"20080704","0","0","0"
"20080703","320","293","609"
"20080702","317","294","604"
"20080701","312","283","598"
"20080630","309","285","589"
"20080629","0","0","0"
"20080628","0","0","0"
"20080627","329","297","581"
"20080626","339","296","578"
"20080625","331","287","564"
"20080624","319","280","551"
"20080623","318","285","556"
"20080622","0","0","0"
"20080621","0","0","0"
"20080620","318","283","563"
"20080619","323","286","567"
"20080618","332","293","571"
"20080617","330","292","572"
"20080616","322","288","563"
"20080615","0","0","0"
"20080614","0","0","0"
"20080613","324","288","573"
"20080612","312","279","564"
"20080611","319","276","557"
"20080610","297","265","531"
"20080609","289","258","533"
"20080608","0","0","0"
"20080607","0","0","0"
"20080606","297","256","535"
"20080605","0","0","0"
"20080604","276","241","510"
"20080603","275","239","499"
"20080602","287","242","501"
"20080601","0","0","0"
"20080531","0","0","0"
"20080530","279","235","500"
"20080529","273","229","486"
"20080528","278","233","504"
"20080527","278","235","495"
"20080526","0","0","0"
"20080525","0","0","0"
"20080524","0","0","0"
"20080523","276","236","502"
"20080522","273","234","486"
"20080521","285","239","495"
"20080520","288","232","489"
"20080519","290","231","489"
"20080518","0","0","0"
"20080517","0","0","0"
"20080516","284","232","506"
"20080515","283","235","495"
"20080514","279","232","503"
"20080513","0","0","0"
"20080512","0","0","0"
"20080511","0","0","0"
"20080510","0","0","0"
"20080509","0","0","0"
"20080508","297","243","477"
"20080507","292","236","476"
"20080506","296","234","464"
"20080505","291","229","467"
"20080504","0","0","0"
"20080503","0","0","0"
"20080502","292","237","474"
"20080501","285","238","462"
"20080430","0","0","0"
"20080429","291","232","470"
"20080428","303","236","471"
"20080427","0","0","0"
"20080426","0","0","0"
"20080425","294","227","487"
"20080424","0","0","0"
"20080423","300","231","504"
"20080422","312","233","505"
"20080421","310","228","483"
"20080420","0","0","0"
"20080419","0","0","0"
"20080418","319","236","500"
"20080417","335","237","496"
"20080416","339","237","494"
"20080415","329","238","507"
"20080414","329","232","504"
"20080413","0","0","0"
"20080412","0","0","0"
"20080411","329","230","489"
"20080410","339","233","498"
"20080409","343","238","482"
"20080408","343","232","459"
"20080407","338","232","461"
"20080406","0","0","0"
"20080405","0","0","0"
"20080404","357","235","469"
"20080403","344","236","461"
"20080402","344","234","456"
"20080401","0","0","0"
"20080331","341","223","439"
"20080330","0","0","0"
"20080329","0","0","0"
"20080328","363","220","465"
"20080327","372","218","487"
"20080326","379","217","496"
"20080325","392","214","480"
"20080324","374","206","461"
"20080323","0","0","0"
"20080322","0","0","0"
"20080321","0","0","0"
"20080320","362","199","443"
"20080319","394","207","461"
"20080318","427","215","480"
"20080317","415","212","478"
"20080316","0","0","0"
"20080315","0","0","0"
"20080314","426","214","492"
"20080313","453","220","509"
"20080312","466","219","506"
"20080311","455","222","511"
"20080310","418","218","509"
"20080309","0","0","0"
"20080308","0","0","0"
"20080307","401","210","492"
"20080306","409","219","530"
"20080305","402","219","547"
"20080304","395","213","548"
"20080303","401","218","567"
"20080302","0","0","0"
"20080301","0","0","0"
"20080229","394","214","559"
"20080228","429","213","550"
"20080227","470","206","536"
"20080226","440","208","538"
"20080225","407","209","533"
"20080224","0","0","0"
"20080223","0","0","0"
"20080222","385","205","521"
"20080221","378","206","516"
"20080220","374","206","513"
"20080219","380","204","513"
"20080218","0","0","0"
"20080217","0","0","0"
"20080216","0","0","0"
"20080215","377","202","504"
"20080214","379","201","502"
"20080213","364","195","488"
"20080212","370","195","485"
"20080211","385","198","487"
"20080210","0","0","0"
"20080209","0","0","0"
"20080208","401","199","491"
"20080207","390","196","489"
"20080206","379","197","484"
"20080205","368","200","486"
"20080204","357","200","487"
"20080203","0","0","0"
"20080202","0","0","0"
"20080201","346","197","472"
"20080131","341","197","468"
"20080130","338","196","468"
"20080129","346","197","465"
"20080128","353","197","460"
"20080127","0","0","0"
"20080126","0","0","0"
"20080125","342","196","456"
"20080124","334","192","452"
"20080123","332","184","437"
"20080122","343","192","455"
"20080121","0","0","0"
"20080120","0","0","0"
"20080119","0","0","0"
"20080118","353","196","464"
"20080117","345","197","467"
"20080116","340","197","469"
"20080115","342","200","478"
"20080114","336","201","476"
"20080113","0","0","0"
"20080112","0","0","0"
"20080111","334","194","472"
"20080110","324","187","457"
"20080109","326","187","458"
"20080108","333","188","461"
"20080107","331","183","454"
"20080106","0","0","0"
"20080105","0","0","0"
"20080104","342","183","458"
"20080103","347","183","459"
"20080102","336","182","452"
"20080101","0","0","0"
"20071231","0","0","0"
"20071230","0","0","0"
"20071229","0","0","0"
"20071228","325","177","443"
"20071227","336","179","445"
"20071226","345","178","448"
"20071225","0","0","0"
"20071224","343","174","433"
"20071223","0","0","0"
"20071222","0","0","0"
"20071221","348","174","432"
"20071220","350","172","426"
"20071219","357","171","425"
"20071218","349","170","422"
"20071217","354","172","425"
"20071216","0","0","0"
"20071215","0","0","0"
"20071214","345","165","425"
"20071213","343","164","421"
"20071212","343","164","423"
"20071211","328","160","417"
"20071210","334","157","413"
"20071209","0","0","0"
"20071208","0","0","0"
"20071207","331","157","411"
"20071206","320","155","403"
"20071205","317","155","403"
"20071204","321","155","401"
"20071203","314","151","396"
"20071202","0","0","0"
"20071201","0","0","0"
"20071130","318","151","396"
"20071129","319","150","403"
"20071128","315","152","402"
"20071127","304","150","400"
"20071126","299","151","405"
"20071125","0","0","0"
"20071124","0","0","0"
"20071123","303","153","404"
"20071122","0","0","0"
"20071121","295","150","398"
"20071120","284","150","399"
"20071119","277","148","393"
"20071118","0","0","0"
"20071117","0","0","0"
"20071116","275","149","396"
"20071115","281","147","396"
"20071114","276","150","391"
"20071113","274","147","383"
"20071112","279","149","379"
"20071111","0","0","0"
"20071110","0","0","0"
"20071109","279","152","383"
"20071108","279","153","377"
"20071107","289","151","376"
"20071106","292","151","378"
"20071105","288","147","369"
"20071104","0","0","0"
"20071103","0","0","0"
"20071102","286","148","368"
"20071101","285","145","364"
"20071031","296","147","371"
"20071030","299","145","364"
"20071029","304","148","371"
"20071028","0","0","0"
"20071027","0","0","0"
"20071026","293","146","365"
"20071025","294","144","365"
"20071024","297","140","358"
"20071023","309","142","360"
"20071022","320","143","358"
"20071021","0","0","0"
"20071020","0","0","0"
"20071019","314","145","361"
"20071018","303","144","364"
"20071017","301","140","357"
"20071016","304","141","359"
"20071015","306","142","362"
"20071014","0","0","0"
"20071013","0","0","0"
"20071012","315","138","358"
"20071011","324","135","360"
"20071010","313","136","355"
"20071009","310","134","349"
"20071008","315","133","340"
"20071007","0","0","0"
"20071006","0","0","0"
"20071005","327","134","345"
"20071004","332","134","350"
"20071003","340","135","349"
"20071002","338","137","346"
"20071001","349","145","364"
"20070930","0","0","0"
"20070929","0","0","0"
"20070928","345","146","364"
"20070927","342","152","370"
"20070926","337","147","364"
"20070925","326","146","357"
"20070924","322","147","359"
"20070923","0","0","0"
"20070922","0","0","0"
"20070921","321","148","359"
"20070920","312","145","363"
"20070919","310","141","356"
"20070918","319","138","356"
"20070917","321","138","355"
"20070916","0","0","0"
"20070915","0","0","0"
"20070914","307","132","345"
"20070913","303","130","340"
"20070912","308","133","339"
"20070911","320","127","332"
"20070910","311","129","331"
"20070909","0","0","0"
"20070908","0","0","0"
"20070907","308","130","327"
"20070906","299","127","322"
"20070905","309","129","326"
"20070904","296","132","327"
"20070903","0","0","0"
"20070902","0","0","0"
"20070901","0","0","0"
"20070831","281","127","318"
"20070830","282","127","319"
"20070829","272","127","315"
"20070828","264","128","314"
"20070827","265","132","314"
"20070826","0","0","0"
"20070825","0","0","0"
"20070824","266","134","311"
"20070823","265","135","309"
"20070822","264","136","305"
"20070821","254","133","299"
"20070820","248","130","298"
"20070819","0","0","0"
"20070818","0","0","0"
"20070817","246","129","298"
"20070816","247","126","293"
"20070815","249","129","308"
"20070814","254","128","312"
"20070813","244","130","316"
"20070812","0","0","0"
"20070811","0","0","0"
"20070810","245","131","312"
"20070809","247","130","315"
"20070808","249","134","314"
"20070807","243","131","308"
"20070806","243","128","303"
"20070805","0","0","0"
"20070804","0","0","0"
"20070803","238","128","308"
"20070802","235","127","305"
"20070801","233","125","303"
"20070731","231","128","306"
"20070730","234","127","302"
"20070729","0","0","0"
"20070728","0","0","0"
"20070727","240","126","299"
"20070726","239","125","301"
"20070725","232","122","299"
"20070724","235","122","301"
"20070723","227","122","299"
"20070722","0","0","0"
"20070721","0","0","0"
"20070720","226","125","312"
"20070719","227","126","314"
"20070718","229","128","312"
"20070717","220","126","306"
"20070716","221","131","320"
"20070715","0","0","0"
"20070714","0","0","0"
"20070713","225","134","335"
"20070712","224","135","334"
"20070711","224","132","327"
"20070710","217","133","326"
"20070709","216","130","319"
"20070708","0","0","0"
"20070707","0","0","0"
"20070706","220","131","317"
"20070705","217","127","313"
"20070704","0","0","0"
"20070703","209","125","312"
"20070702","209","130","317"
"20070701","0","0","0"
"20070630","0","0","0"
"20070629","213","129","312"
"20070628","223","133","297"
"20070627","222","135","295"
"20070626","223","140","296"
"20070625","216","140","295"
"20070624","0","0","0"
"20070623","0","0","0"
"20070622","217","144","292"
"20070621","222","151","300"
"20070620","222","155","308"
"20070619","213","155","304"
"20070618","220","163","314"
"20070617","0","0","0"
"20070616","0","0","0"
"20070615","222","164","311"
"20070614","222","161","304"
"20070613","216","159","303"
"20070612","207","154","303"
"20070611","204","155","304"
"20070610","0","0","0"
"20070609","0","0","0"
"20070608","193","150","301"
"20070607","192","151","305"
"20070606","190","147","302"
"20070605","193","149","304"
"20070604","191","151","299"
"20070603","0","0","0"
"20070602","0","0","0"
"20070601","191","152","300"
"20070531","189","153","296"
"20070530","187","150","296"
"20070529","180","143","293"
"20070528","0","0","0"
"20070527","0","0","0"
"20070526","0","0","0"
"20070525","184","148","298"
"20070524","180","148","295"
"20070523","175","145","294"
"20070522","173","145","291"
"20070521","176","149","294"
"20070520","0","0","0"
"20070519","0","0","0"
"20070518","173","146","291"
"20070517","178","146","291"
"20070516","182","148","291"
"20070515","184","146","285"
"20070514","179","140","280"
"20070513","0","0","0"
"20070512","0","0","0"
"20070511","177","142","275"
"20070510","173","136","269"
"20070509","173","140","269"
"20070508","172","139","266"
"20070507","177","145","267"
"20070506","0","0","0"
"20070505","0","0","0"
"20070504","177","150","269"
"20070503","176","149","269"
"20070502","176","146","269"
"20070501","179","144","272"
"20070430","178","140","267"
"20070429","0","0","0"
"20070428","0","0","0"
"20070427","183","143","265"
"20070426","186","143","263"
"20070425","186","146","265"
"20070424","177","141","260"
"20070423","181","138","265"
"20070422","0","0","0"
"20070421","0","0","0"
"20070420","184","141","265"
"20070419","182","146","263"
"20070418","174","143","262"
"20070417","175","139","266"
"20070416","174","143","270"
"20070415","0","0","0"
"20070414","0","0","0"
"20070413","175","145","271"
"20070412","168","141","271"
"20070411","167","142","274"
"20070410","168","145","272"
"20070409","164","143","275"
"20070408","0","0","0"
"20070407","0","0","0"
"20070406","0","0","0"
"20070405","163","144","279"
"20070404","158","141","279"
"20070403","153","136","280"
"20070402","157","139","286"
